"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"rno05030","Human Diseases","Substance dependence","rno05030","Cocaine addiction","40/5855","48/10049",0.000188182462329195,0.00056289666363382,0.000238051683648197,"Atf6b/Atf2/Rgs9/Ddc/Grm3/Creb3l1/Cdk5/Jun/Slc18a2/Slc18a1/Grin3b/Creb3l2/Grm2/Creb1/Gnai2/Gnai3/Th/Grin2d/Gnas/Nfkb1/Pdyn/Ppp1r1b/Prkaca/Maob/Grin1/Rela/Drd2/Adcy5/Atf4/Creb3/Maoa/Gpsm1/Dlg4/Prkacb/Fosb/Bdnf/Gria2/Gnai1/Creb5/Cdk5r1",40
"rno05230","Human Diseases","Cancer: overview","rno05230","Central carbon metabolism in cancer","56/5855","71/10049",0.000199850304721942,0.000592599599218976,0.000250613196768019,"Pik3r3/Pfkl/Pdk1/Mapk1/Kit/Pdgfra/Egfr/Myc/Sirt6/Pdhb/Raf1/Map2k1/Mtor/Pkm/Slc2a2/Ldhb/Pgam2/Gls2/Sirt3/Ntrk1/Idh2/Idh1/Slc1a5/Pik3cb/Hras/Fgfr3/Pfkp/Ntrk3/Pik3r1/Slc7a5/Pik3r2/Map2k2/Pten/Fgfr1/Akt1/Pdha1/Nras/Tp53/Ret/Hif1a/Akt3/Slc2a1/LOC100362738/Pgam1/Gls/Pfkm/Gck/G6pd/Pik3ca/Slc16a3/Met/Mapk3/Flt3/Tigar/Akt2/Ldhal6b",56
"rno04810","Cellular Processes","Cell motility","rno04810","Regulation of actin cytoskeleton","165/5855","238/10049",0.000242370754664649,0.00071248644259177,0.000301313914601242,"Pik3r3/Arhgef6/Arpc1b/Arpc1a/Gna12/Pdgfa/Limk1/Itga6/Mapk1/Crkl/Pdgfra/Cxcr4/Pfn1/Itga3/Baiap2/Egfr/Ppp1cb/Rock2/Crk/Sos2/Pak3/Actr2/Ppp1r12a/Itga4/Itgav/Myh9/Pak5/Wasl/Sos1/Vav2/Pak6/Slc9a1/Ptk2/Arpc3/Fgf22/Arpc4/Diaph3/Src/Brk1/Raf1/Map2k1/Braf/Itgb1/Vcl/Fgf9/Cfl1/Ins1/Cyfip1/Itgb7/Rras2/Arhgef7/Pip4k2b/Iqgap1/Cdc42/Spata13/Arpc2/Myl7/Arpc5l/Ssh2/Fn1/Pikfyve/Myl12a/Pik3cb/Hras/Pip4k2a/Fgfr3/Pdgfb/Pfn2/Chrm4/Myl11/Itgal/Ppp1ca/C5/Ssh3/Pik3r1/Gsn/Limk2/Pik3r2/Pak4/Myh14/Map2k2/Ins2/Apc/Actn4/Rras/Vav3/Pip5k1a/Fgfr1/Akt1/Rdx/Iqgap2/Itga2b/Iqgap3/Nras/Araf/Enah/Bcar1/Actr3b/Fgfr4/Lpar1/Ssh1/Tiam1/Ezr/Pxn/Ppp1cc/Apc2/Pak1/Pak2/Itgb5/Abi2/Mras/Rock1/Actg1/LOC100361457/Akt3/Arhgef12/Diaph1/Pip5k1c/Itga7/Arpc5/Itgb4/Nckap1l/Arhgef1/Myh10/Cxcl12/Mylk/Pip4k2c/Wasf2/Rgcc/Pip5k1b/Rhoa/Tmsb4x/Fgf18/Cfl2/Wasf1/Rac3/F2r/Chrm2/Gng12/Chrm3/Itgae/Git1/Actn1/Actb/Insrr/Pdgfc/Diaph2/Pik3ca/Actr3/Itga1/Ppp1r12c/Rac1/Fgf1/Mapk3/Itga5/Ppp1r12b/Egf/Arhgap35/Fgd1/Nckap1/F2/Gna13/Akt2/Msn/Myh11",165
"rno04072","Environmental Information Processing","Signal transduction","rno04072","Phospholipase D signaling pathway","109/5855","151/10049",0.00024722236198457,0.000720536969544772,0.000304718520844679,"Pik3r3/Plpp2/Agpat1/Fyn/Cyth3/Agpat3/Gna12/Pdgfa/Dgkg/Mapk1/Kit/Pdgfra/Dgke/Ralb/Cyth1/Prkca/Grb2/Adcy3/Egfr/Plcb1/Sos2/Arf2/Adcy8/Grm3/Kitlg/Sos1/Rapgef4/Shc2/Dnm2/Pla2g4f/Shc4/Plpp3/Ralgds/Raf1/Map2k1/Mtor/Ins1/Tsc2/Gab2/Tsc1/Syk/Rras2/Grm2/Rala/Shc3/Pik3cb/Hras/Pdgfb/Agpat4/Dgkz/Gab1/Agt/Pik3r1/Pik3r2/Agpat2/Map2k2/Ins2/Rras/Shc1/Sphk2/Cyth2/Pip5k1a/Plcb3/Ptk2b/Pla2g4e/Akt1/Agpat5/Dgkq/Pik3r5/Dgki/Dgkd/Gnas/Dgka/Pld1/Nras/Plcb4/Lpar1/Ptpn11/Dnm1/Adcy5/Mras/Pld2/Akt3/Dgkh/Pip5k1c/Plpp1/Pla2g4b/Insr/Pip5k1b/Rhoa/Rheb/Adcy9/F2r/Plcg1/Arf1/Pdgfc/Adcy6/Rapgef3/Grm4/Pik3ca/Mapk3/Adcy1/Egf/F2/Gna13/Arf6/Akt2/Dnm3/Fcer1g",109
"rno04723","Organismal Systems","Nervous system","rno04723","Retrograde endocannabinoid signaling","114/5855","159/10049",0.000281461968901699,0.000813377384707453,0.000343981175196546,"Mapk14/Mapk13/Ndufv3/Gnb2/Mapk1/Gabra4/Gabra2/Ndufb4/Mapk9/Gabrg2/Prkca/Adcy3/Cacna1b/Plcb1/Adcy8/Kcnj3/Ndufa4/Ndufa7/Mapk11/Gria4/Kcnj9/Ndufa12/Cnr1/Ndufb11/Ndufa6/Ndufb9/Gnb5/Abhd6/Ndufs3/Ndufb2/Gnb4/Ndufs4/Napepld/Rims1/Faah/Ndufb5/Ndufb3/Prkcb/Ndufc2/Ndufv2/Ndufb8/Gnaq/Ndufb10/Gabrg3/Gnb3/Ndufa10/Gabrd/Slc17a6/Gng8/Gnai2/Ndufs8/Ndufa2/Ndufab1/Ndufv1/Gnao1/Gng3/Gnai3/Ndufa13/Slc17a7/Plcb3/Ndufs6/Mgll/Ndufb6/Ndufb7/Ndufs5/Dagla/Ndufs7/Itpr2/Cacna1d/ND2/ND3/Cacna1c/Prkaca/Gnb1/Plcb4/ND4/Itpr1/Mapk12/ND4L/Ndufa8/Ndufa4l2/ND1/ND5/Adcy5/ND6/Ndufs2/Mapk8/Mapk10/Kcnj6/Daglb/Prkacb/Ndufa11/Adcy9/Gng12/Gria2/Gabrq/Ndufa1/Gabrb3/Adcy6/Cacna1a/Gabra3/Mapk3/Adcy1/Ndufa9/Itpr3/Gnai1/Ndufa10l1/Ndufa5/Ndufs1/Prkcg/Gng5/Gabrg1/Ndufc1/Cacna1s",114
"rno04120","Genetic Information Processing","Folding, sorting and degradation","rno04120","Ubiquitin mediated proteolysis","134/5855","190/10049",0.000284867625886139,0.000816301348127507,0.000345217733272013,"Anapc16/Ube2d1/Rhobtb1/Ube2g2/Anapc7/Anapc5/Cblb/Socs1/Rchy1/Mgrn1/Mid1/Fzr1/Rps27a/Anapc4/Traf6/Ube2e3/Birc6/Cul1/Skp1/Birc3/Cdc27/Uba3/Wwp1/Ubr5/Xiap/Herc3/Cul5/Anapc13/Ube2e1/Fbxo2/Ube2g1/Ercc8/Trim32/Vhl/Birc2/Anapc2/Ube3c/Fbxw7/Ube2r2/Rnf7/Map3k1/Klhl13/Wwp2/Ddb2/Herc2/Ube2q2/Smurf2/Ube2c/Siah1/Sae1/Fbxo4/Ube4a/Ube3a/Cul3/Btrc/Trip12/Ube2s/Cdc16/Rhobtb2/Pias2/Nedd4l/Cul7/Anapc10/Cul4a/Ube2j2/Stub1/Anapc15/Ube2f/Uba52/Pias4/Brca1/Ddb1/Ube2q1/Keap1/Prpf19/Syvn1/Uba2/Pias3/Ubox5/Fancl/Ube2k/Ube2m/Uba1/Nhlrc1/Smurf1/Ppil2/Cdc20/Uba6/Cdc23/Ube2ql1/Pml/Ube2l6/Ube2l3/Ube2e2/Eloc/Ube2z/Ube4b/Anapc1/Ube2a/Fbxw11/Cul4b/Det1/Ube2d3/Mdm2/Cul2/Birc7/Uba7/Ube3b/Ube2h/Ube2j1/Prkn/Itch/Fbxw8/Huwe1/Herc4/Ubc/Rbx1/Elob/Cdc34/Nedd4/Skp2/Herc1/Ube2n/Ube2i/Trim37/Ube2b/Ube2d2/Pias1/Cbl/Ube2w/Ube2o/Aire/Ubb/Socs3",134
"rno00604","Metabolism","Glycan biosynthesis and metabolism","rno00604","Glycosphingolipid biosynthesis - ganglio series","15/5855","15/10049",0.000300473398258366,0.000853845240050855,0.000361095224222773,"B3galt4/Slc33a1/Glb1/Hexa/St8sia1/St3gal2/St8sia5/B4galnt1/St3gal5/St6galnac4/St6galnac5/St6galnac6/St6galnac3/St3gal1/Hexb",15
"rno00071","Metabolism","Lipid metabolism","rno00071","Fatty acid degradation","41/5855","50/10049",0.0003147409897471,0.000879726864784926,0.000372040686758867,"Acads/Aldh2/Ehhadh/Gcdh/Aldh9a1/Acat1/Eci1/Cyp4a8/Acadm/Cpt1b/Acsl1/Hadhb/Hadh/Cpt2/Adh5/Adh4/Acadl/Acat2l1/Cpt1a/Acsl3/Aldh7a1/Eci2/Acsl5/Acadvl/Acsl4/Acsl6/Acat2/Cpt1c/Hadha/Acox1/Acox3/Cyp2u1/Aldh3a2/Acaa2/Echs1/Acsbg2/Acadsb/Acaa1a/Acaa1b/Adh6/Acsbg1",41
"rno04930","Human Diseases","Endocrine and metabolic disease","rno04930","Type II diabetes mellitus","41/5855","50/10049",0.0003147409897471,0.000879726864784926,0.000372040686758867,"Pik3r3/Irs3/Mapk1/Socs1/Mapk9/Cacna1b/Mafa/Socs2/Mtor/Pkm/Slc2a2/Ins1/Irs1/Prkce/Prkcz/Pik3cb/Slc2a4/Pik3r1/Ikbkb/Prkcd/Pik3r2/Ins2/Pklr/Kcnj11/Abcc8/Irs2/Cacna1d/Cacna1c/Mapk8/Mapk10/Insr/LOC100362738/Pdx1/Gck/Cacna1a/Pik3ca/Mapk3/Cacna1g/Socs4/Cacna1e/Socs3",41
"rno00514","Metabolism","Glycan biosynthesis and metabolism","rno00514","Other types of O-glycan biosynthesis","36/5855","43/10049",0.000331867850448483,0.000920056398397826,0.000389096238865572,"Pofut2/Plod3/Xxylt1/St6gal1/Galnt10/Ogt/B4galt3/Galnt5/Gxylt2/C1galt1/Galnt14/Mfng/Galnt12/Galnt11/Pofut1/Pomt1/Pomt2/Galnt7/Galnt1/Galnt18/Colgalt1/B4galt2/Galnt13/Poglut1/St3gal3/Gxylt1/Rfng/Galnt17/Eogt/Galnt6/Galnt2/B4galt1/Galnt3/Lfng/C1galt1c1/Galntl6",36
"rno00020","Metabolism","Carbohydrate metabolism","rno00020","Citrate cycle (TCA cycle)","28/5855","32/10049",0.000353669055202425,0.000972589901806669,0.000411312908002821,"Mdh2/Sdhc/Fh/Dlst/Suclg1/Aco1/Dld/Idh3b/Pdhb/Sdhb/Mdh1/Idh3a/Sdha/Idh2/Idh1/Acly/Pck2/Pc/Ogdhl/Dlat/Cs/Pdha1/Aco2/Ogdh/Sdhd/Sucla2/Suclg2/Idh3g",28
"rno00534","Metabolism","Glycan biosynthesis and metabolism","rno00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","22/5855","24/10049",0.000369647576794953,0.00100839858949663,0.000426456572807651,"Hs3st3b1/Ext2/Ndst4/Hs2st1/Extl3/Extl2/Hs6st1/Ndst3/Extl1/Hs3st2/Ndst1/B3gat3/B3galt6/Hs3st3a1/B4galt7/Ext1/Glce/Hs6st2/Hs3st1/Ndst2/Xylt1/Xylt2",22
"rno00513","Metabolism","Glycan biosynthesis and metabolism","rno00513","Various types of N-glycan biosynthesis","40/5855","49/10049",0.000447876262658339,0.00121210956798804,0.000512606917161173,"Alg3/Mgat4b/B4galt3/Mgat2/Alg2/Fut8/Dad1/Hexa/Alg14/Man2a2/Man1b1/Alg11/Stt3b/Tusc3/Man2a1/Man1c1/Mgat4a/B4galt2/Alg9/B4galnt3/Ostc/Stt3a/Tmem258b/Mgat1/Hexd/St3gal3/Man1a1/Alg12/Man1a2/Ddost/Alg1/Rpn2/Rpn1/LOC108349244/Alg13/Magt1/B4galnt4/B4galt1/Hexb/Chst8",40
"rno04136","Cellular Processes","Transport and catabolism","rno04136","Autophagy - other","30/5855","35/10049",0.000469595351249571,0.00126088200611105,0.000533233013851564,"Atg12/Wipi2/Atg3/Ulk2/Wipi1/Rptor/Ppp2ca/Atg101/Atg4c/Mtor/Mlst8/Pik3r4/Ppp2cb/Atg13/Gabarap/Atg16l1/Atg4b/Atg9a/Atg9b/Gabarapl2/Atg5/Igbp1/Pik3c3/Atg7/Atg4d/Becn1/Gabarapl1/Atg2a/Atg10/Atg4a",30
"rno04340","Environmental Information Processing","Signal transduction","rno04340","Hedgehog signaling pathway","42/5855","52/10049",0.000500349118386517,0.00133296132320158,0.000563715700813757,"Iqce/Gsk3b/Gpr161/Mgrn1/Disp1/Spop/Cul1/Kif3a/Evc/Efcab7/Csnk1d/Cdon/Smurf2/Cul3/Btrc/Ihh/Hhip/Csnk1g2/Grk2/Arrb2/Ptch1/Sufu/Smurf1/Kif7/Spopl/Prkaca/Arrb1/Csnk1a1/Fbxw11/Prkacb/Hhat/Megf8/Grk3/Lrp2/Dhh/Csnk1e/Ccnd1/Ccnd2/Csnk1g1/Csnk1g3/Gli2/Mosmo",42
"rno04371","Environmental Information Processing","Signal transduction","rno04371","Apelin signaling pathway","98/5855","136/10049",0.000552812663200467,0.00146131099342139,0.000617995388481958,"Tfam/Nos1/Prkab1/Gnb2/Serpine1/Mapk1/Rps6kb1/Adcy3/Plcb1/Adcy8/Tgfbr1/Calml4/Jag1/Prkaa2/Slc9a1/Nrf1/Gnb5/Aplnr/Raf1/Map2k1/Mtor/Gnb4/Pde3b/Rras2/Prkaa1/Pik3r4/Gnaq/Prkce/Gnb3/Hras/Gng8/Gnai2/Calm3/Plat/Egr1/Gng3/Gnai3/Map2k2/Cdh1/Hdac4/Camk4/Rras/Ryr1/Lipe/Sphk2/Plcb3/Rps6kb2/Akt1/Pik3r5/Map1lc3a/Notch3/Nras/Smad3/Itpr2/Prkaca/Gnb1/Slc8a1/Plcb4/Itpr1/Smad2/Slc8a2/Slc8a3/Adcy5/Mras/Mef2d/Hdac5/Akt3/Prkab2/Calm1/Pik3c3/Mylk/Map1lc3b/Ryr2/Prkacb/Mef2a/Adcy9/Rps6/Gng12/Becn1/Smad4/Adcy6/Prkag1/Acta2/Mapk3/Adcy1/Ccnd1/Itpr3/Gnai1/Prkag2/Gna13/Akt2/Myl4/Gng5/Ppargc1a/Apela/Klf2/Calm2/Mef2b",98
"rno04659","Organismal Systems","Immune system","rno04659","Th17 cell differentiation","77/5855","104/10049",0.000562383329554552,0.00147517473367771,0.000623858430356061,"Mapk14/Mapk13/Runx1/Mapk1/Il1rap/Ifngr2/Mapk9/Il23a/Rxrg/Ahr/Rara/Mapk11/Tgfbr1/Nfkbia/Il23r/Fos/Jun/Rxra/Lck/Ppp3cc/Rora/Mtor/Ifngr1/Stat1/Il1r1/Il4r/Jak3/Ikbkb/Prkcq/Gata3/Stat5b/Stat5a/Stat3/Hsp90ab1/Nfkbie/Nfkbib/Tgfb1/Il6r/Chuk/Nfkb1/Smad3/Rxrb/Tyk2/RT1-Db2/Mapk12/Rela/Smad2/Ppp3ca/Hif1a/Nfatc1/Jak1/Mapk8/Mapk10/Rorc/RT1-DMa/Cd247/Ebi3/Il2rb/Ikbkg/Plcg1/Ppp3cb/Smad4/Stat6/Hsp90aa1/Jak2/Nfatc3/Mapk3/Irf4/Il21r/Foxp3/Nfatc2/Lat/Ppp3r2/Il6/RT1-DOb/Il6st/RT1-Bb",77
"rno04666","Organismal Systems","Immune system","rno04666","Fc gamma R-mediated phagocytosis","73/5855","98/10049",0.000574330408823012,0.00149501274357746,0.000632248019355184,"Pik3r3/Plpp2/Marcks/Arpc1b/Arpc1a/Limk1/Mapk1/Crkl/Prkca/Rps6kb1/Crk/Actr2/Vav2/Dnm2/Pla2g4f/Lyn/Plpp3/Arpc3/Arpc4/Hck/Marcksl1/Raf1/Map2k1/Cfl1/Gab2/Prkcb/Pla2g6/Syk/Amph/Bin1/Cdc42/Arpc2/Arpc5l/Prkce/Pik3cb/Vasp/Pik3r1/Gsn/Prkcd/Limk2/Pik3r2/Vav3/Sphk2/Pip5k1a/Rps6kb2/Pla2g4e/Akt1/Pld1/Actr3b/Pak1/Pld2/Akt3/Pip5k1c/Arpc5/Myo10/Plpp1/Pla2g4b/Inppl1/Wasf2/Pip5k1b/Cfl2/Wasf1/Plcg1/Asap1/Pik3ca/Actr3/Asap2/Rac1/Mapk3/Arf6/Akt2/Lat/Prkcg",73
"rno03430","Genetic Information Processing","Replication and repair","rno03430","Mismatch repair","21/5855","23/10049",0.000585498591546378,0.00151253802816148,0.000639659545788308,"Rfc3/Rfc5/Rfc2/Rfc4/Rfc1/Rpa3/Rpa2/Pold2/Lig1/Msh2/Msh6/Pold3/Pold4/Pold1/Pcna/Mlh3/Mlh1/Pms2/Ssbp1/Exo1/Rpa1",21
"rno05415","Human Diseases","Cardiovascular disease","rno05415","Diabetic cardiomyopathy","172/5855","252/10049",0.000609605466712834,0.00156297341465471,0.000660988911275491,"Pik3r3/Ager/Mapk14/Mapk13/Cox6a1/Ndufv3/Atp2a2/Atp5pf/Atp5po/Tgfb2/Ndufb4/Gsk3b/Atp5f1b/Mapk9/Mpc2/Sdhc/Parp1/Prkca/Atp5pd/Pdk2/Ppp1cb/Plcb1/Ndufa4/Vdac1/Ndufa7/Mapk11/Tgfbr1/Ndufa12/Cox4i2/Pdhb/Sdhb/Ace/Ndufb11/Ndufa6/Ndufb9/Ndufs3/Ndufb2/Tgfb3/Cpt1b/Mtor/Cox6c/Slc25a4/Slc25a5/Slc25a6/Ndufs4/Camk2d/Ndufb5/Ins1/Ndufb3/Prkcb/Ndufc2/Uqcrh/Cpt2/Ndufv2/Cyc1/Mpc1/Pdk3/Sdha/Vdac2/Ndufb8/Sp1/Irs1/Ndufb10/Gsr/Atp5f1d/Atp5mc2/Prkcz/Uqcrc2/Atp5pb/Ndufa10/Pik3cb/Cox5b/Atp5f1a/Slc2a4/Ndufs8/Ndufa2/Cox4i1/Ndufab1/Ndufv1/Uqcrfs1/Tnni3/Ptpa/Agt/Gfpt1/Ppp1ca/Cox5a/Pik3r1/Prkcd/Vdac3/Pik3r2/Cox6a2/Ctsd/Ins2/Ndufa13/Tgfb1/Pten/Gys1/Plcb3/Ndufs6/Ndufb6/Ppara/Akt1/Mpc1l/Cox6b1/Ndufb7/Ndufs5/Nfkb1/Uqcrb/Pdha1/Cox7a2l2/Cox7a2/Ndufs7/Smad3/ND2/ND3/Camk2a/CYTB/Uqcrc1/Plcb4/ND4/COX2/Mapk12/ND4L/Ndufa8/Ndufa4l2/Rela/ATP6/ATP8/Smad2/ND1/ND5/Ppp1cc/COX3/COX1/Gapdh/LOC303448/ND6/Cox7c/Akt3/Atp5mc3/Ndufs2/Sdhd/Slc2a1/Atp5f1c/Atp2a3/Tbc1d4/Mapk8/Cox7a2l/Camk2g/Mapk10/Camk2b/Insr/Ryr2/Ndufa11/LOC100361879/G6pd/Ndufa1/Pik3ca/Uqcr10/Rac1/Ndufa9/Cox7b/Ace3/Ndufa10l1/Ndufa5/Ndufs1/Akt2/Uqcrq/Prkcg/Ppif/Ndufc1/LOC120097699",172
"rno00061","Metabolism","Lipid metabolism","rno00061","Fatty acid biosynthesis","17/5855","18/10049",0.000825117296290491,0.00208418517063005,0.000881411848668984,"Oxsm/Mcat/Acsl1/Acsl3/Acsf3/Acsl5/Acsl4/Acsl6/Cbr4/Mecr/Acaca/Fasn/Acsbg2/Hsd17b8/Acacb/Olah/Acsbg1",17
"rno00511","Metabolism","Glycan biosynthesis and metabolism","rno00511","Other glycan degradation","17/5855","18/10049",0.000825117296290491,0.00208418517063005,0.000881411848668984,"Aga/Fuca1/Glb1/Hexa/Fuca2/Neu3/Man2b1/Engase/Man2c1/Neu1/Hexd/Gba2/Gba1/Man2b2/Neu2/Manba/Hexb",17
"rno00563","Metabolism","Glycan biosynthesis and metabolism","rno00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","23/5855","26/10049",0.000897113784837867,0.00224938088698318,0.000951273904975137,"Pigv/Pigl/Pigm/Pigo/Pigk/Pigh/Pigs/Pgap1/Pigt/Pign/Gpld1/Mppe1/Pigq/Pigw/Pigu/Pigc/Pigx/Piga/Gpaa1/Pigp/Pigg/Pigb/Pigf",23
"rno05221","Human Diseases","Cancer: specific types","rno05221","Acute myeloid leukemia","53/5855","69/10049",0.000952805415304665,0.00237158136218169,0.00100295306874175,"Pik3r3/Pim1/Runx1/Mapk1/Kit/Rps6kb1/Grb2/Myc/Sos2/Rara/Sos1/Pim2/Raf1/Map2k1/Mtor/Braf/Tcf7l2/Tcf7l1/Ccna2/Pik3cb/Hras/Pik3r1/Ikbkb/Pik3r2/Stat5b/Stat5a/Stat3/Map2k2/Per2/Bad/Rps6kb2/Chuk/Akt1/Nfkb1/Dusp6/Nras/Araf/Ccna1/Jup/Ppard/Pml/Rela/Zbtb16/Akt3/Ikbkg/Pik3ca/Mapk3/Ccnd1/Flt3/Runx1t1/Eif4ebp1/Tcf7/Akt2",53
"rno05216","Human Diseases","Cancer: specific types","rno05216","Thyroid cancer","33/5855","40/10049",0.00100319201036015,0.00247890199661457,0.00104833947688284,"Bak1/Mapk1/Rxrg/Myc/Gadd45a/Rxra/Map2k1/Braf/Gadd45g/Ntrk1/Ddb2/Tcf7l2/Tcf7l1/Hras/Tpm3/Gadd45b/Map2k2/Cdh1/Bax/Ccdc6/Nras/Rxrb/Tp53/Ret/Tfg/Tpr/Polk/Ctnnb1/Mapk3/Ccnd1/Cdkn1a/Ncoa4/Tcf7",33
"rno04724","Organismal Systems","Nervous system","rno04724","Glutamatergic synapse","83/5855","115/10049",0.00132101782026717,0.0032407703360511,0.00137053723117457,"Gnb2/Mapk1/Prkca/Adcy3/Plcb1/Adcy8/Kcnj3/Grm3/Slc1a2/Slc38a1/Gria4/Pla2g4f/Gnb5/Ppp3cc/Gnb4/Ncdn/Prkcb/Grin3b/Grm2/Gls2/Gnaq/Slc1a1/Gnb3/Dlgap1/Slc17a6/Gng8/Gnai2/Slc38a3/Grk2/Gnao1/Gng3/Gnai3/Homer3/Grik5/Slc17a7/Grin2d/Plcb3/Lzts3/Pla2g4e/Gnas/Grik2/Slc38a2/Pld1/Itpr2/Cacna1d/Cacna1c/Prkaca/Gnb1/Plcb4/Itpr1/Grin1/Shank1/Grik3/Ppp3ca/Adcy5/Grik1/Pld2/Pla2g4b/Dlg4/Prkacb/Shank2/Homer1/Adcy9/Gng12/Glul/Gria2/Gls/Trpc1/Ppp3cb/Grk3/Adcy6/Grm4/Cacna1a/Mapk3/Homer2/Adcy1/Itpr3/Gnai1/Shank3/Ppp3r2/Prkcg/Gng5/Slc1a3",83
"rno04926","Organismal Systems","Endocrine system","rno04926","Relaxin signaling pathway","92/5855","129/10049",0.00139345314624634,0.00339405373478573,0.00143536151154698,"Pik3r3/Atf6b/Mapk14/Mapk13/Nos1/Gnb2/Atf2/Mapk1/Mapk9/Prkca/Map2k4/Grb2/Adcy3/Egfr/Plcb1/Sos2/Adcy8/Gna15/Creb3l1/Mapk11/Sos1/Tgfbr1/Nfkbia/Fos/Shc2/Shc4/Mmp13/Jun/Gnb5/Src/Raf1/Map2k1/Gnb4/Vegfc/Creb3l2/Creb1/Edn1/Shc3/Col4a3/Prkcz/Gnb3/Pik3cb/Hras/Gng8/Gnai2/Pik3r1/Arrb2/Pik3r2/Gnao1/Gng3/Vegfa/Gnai3/Map2k2/Shc1/Tgfb1/Plcb3/Akt1/Rxfp3/Gnas/Nfkb1/Nras/Prkaca/Gnb1/Plcb4/Arrb1/Mapk12/Rela/Smad2/Adcy5/Vegfb/Akt3/Map2k7/Col4a5/Mapk8/Atf4/Creb3/Mapk10/Prkacb/Adcy9/Gng12/Insl3/Adcy6/Acta2/Pik3ca/Mapk3/Adcy1/Rln1/Gnai1/Akt2/Col4a2/Gng5/Creb5",92
"rno00030","Metabolism","Carbohydrate metabolism","rno00030","Pentose phosphate pathway","27/5855","32/10049",0.00151992207086068,0.0036499537053767,0.00154358282956199,"Pfkl/Pgm2/Prps2/Rbks/Rpia/Pgm1/Aldoc/Rpe/Tkt/Pfkp/H6pd/Fbp1/Fbp2/Pgls/Taldo1/Shpk/Idnk/Gpi/Glyctk/Pgd/Pfkm/Prps1/G6pd/Aldoa/LOC314140/Aldob/Dera",27
"rno00640","Metabolism","Carbohydrate metabolism","rno00640","Propanoate metabolism","27/5855","32/10049",0.00151992207086068,0.0036499537053767,0.00154358282956199,"Acads/Ehhadh/Abat/Suclg1/Dld/Bckdhb/Echdc1/Aldh6a1/Ldhb/Mlycd/Dbt/Pccb/Mcee/Bckdha/Hibch/Hadha/Acaca/Acox1/Acox3/Acss2/Sucla2/Suclg2/Echs1/Mmut/Pcca/Acacb/Ldhal6b",27
"rno05224","Human Diseases","Cancer: specific types","rno05224","Breast cancer","106/5855","151/10049",0.00153371766809595,0.00365732674699804,0.00154670092402757,"Pik3r3/Notch4/Bak1/Brca2/Fzd9/Dvl3/Hes1/Mapk1/Kit/Gsk3b/Wnt9b/Wnt3/Rps6kb1/Grb2/Egfr/Myc/Fzd6/Sos2/Gadd45a/Ncoa3/Sos1/Jag1/Fos/Shc2/Shc4/Jun/Fgf22/Raf1/Map2k1/Mtor/Braf/Fgf9/Wnt4/Gadd45g/Hey2/Dll4/Ddb2/Jag2/Igf1r/Sp1/Shc3/Tcf7l2/Fzd5/Tcf7l1/Wnt5a/Fzd7/Wnt11/Rb1/Pik3cb/Lrp5/Hras/E2f1/Dvl2/Pik3r1/Notch2/Dll3/Pik3r2/Notch1/Nfkb2/Dvl1/Gadd45b/Map2k2/Apc/Shc1/Brca1/Pten/Bax/Fgfr1/Rps6kb2/Akt1/Cdk4/Fzd2/Notch3/Pgr/Nras/Araf/Csnk1a1/Tp53/Apc2/Akt3/Wnt9a/Ncoa1/Fzd3/Frat2/Fgf18/E2f2/Polk/Ctnnb1/Dll1/E2f3/Lrp6/Pik3ca/Fgf1/Mapk3/Ccnd1/Axin2/Egf/Cdkn1a/Tcf7/Akt2/Frat1/Fzd4/Hey1/Wnt7b/Axin1/Fzd8",106
"rno05219","Human Diseases","Cancer: specific types","rno05219","Bladder cancer","34/5855","42/10049",0.00161024298818811,0.00381314485397324,0.00161259714460359,"Mapk1/Egfr/Myc/Src/Raf1/Map2k1/Braf/Upk3a/Rb1/Hras/E2f1/Fgfr3/Hbegf/Vegfa/Map2k2/Cdh1/Dapk3/Cdk4/Rassf1/Nras/Araf/Tymp/Tp53/Rps6ka5/Mdm2/Dapk1/E2f2/E2f3/Thbs1/Mapk3/Ccnd1/Dapk2/Egf/Cdkn1a",34
"rno04216","Cellular Processes","Cell growth and death","rno04216","Ferroptosis","38/5855","48/10049",0.00188771600051986,0.0044393872839812,0.00187743805496349,"Tfrc/Slc40a1/Tf/Slc39a14/Acsl1/Slc7a11/Lpcat3/Gclm/Vdac2/Hmox1/Acsl3/Acsl5/Pcbp1/Slc3a2/Gss/Alox15/Acsl4/Vdac3/Slc11a2/Ftl1/Acsl6/Fth1/Gclc/Map1lc3a/LOC100359668/LOC120102993/Tp53/Ftl1l1/Pcbp2/Atg5/Map1lc3b/Atg7/Sat1/Sat2/Gpx4/Ncoa4/Prnp/Steap3",38
